Title,Platforms,Reviews,Players,Positives,Review_summary,Released,Price,Discount,Final_price,Main_tag,Url,All_tags
Battle Fleet 2,"Win, Mac",301,301,74,Mostly Positive,"20 Nov, 2014","12,49€",0,"12,49€",Strategy,https://store.steampowered.com/app/332490/Battle_Fleet_2/?snr=1_7_7_240_150_39,"Strategy, Simulation, Naval"
Tinting Time,Win,10,10,100,Positive,"14 Aug, 2023","4,99€",0,"4,99€",Crafting,https://store.steampowered.com/app/1852090/Tinting_Time/?snr=1_7_7_240_150_39,"Crafting, JRPG, Simulation"
Sins of a Solar Empire: Trinity®,Win,635,635,78,Mostly Positive,"16 Nov, 2011","19,50€",0,"19,50€",4X,https://store.steampowered.com/app/201290/Sins_of_a_Solar_Empire_Trinity/?snr=1_7_7_240_150_39,"4X, PvP, PvE"
Titan Souls,"Win, Mac",6571,6571,83,Very Positive,"14 Apr, 2015","14,79€",0,"14,79€",Souls-like,https://store.steampowered.com/app/297130/Titan_Souls/?snr=1_7_7_240_150_39,"Souls-like, Pixel Graphics, Difficult"
The Last Hero,Win,30,30,83,Positive,"27 Mar, 2023","43,99€",0,"43,99€",Strategy,https://store.steampowered.com/app/2312250/The_Last_Hero/?snr=1_7_7_240_150_39,"Strategy, Adventure, Casual"
Syrian Warfare: Return to Palmyra,Win,222,222,88,Very Positive,"30 Oct, 2017","13,99€",0,"13,99€",Strategy,https://store.steampowered.com/app/635030/Syrian_Warfare_Return_to_Palmyra/?snr=1_7_7_240_150_39,"Strategy, Indie, War"
Children of a Dead Earth,"Win, Mac",682,682,89,Very Positive,"23 Sep, 2016","16,79€",0,"16,79€",Simulation,https://store.steampowered.com/app/476530/Children_of_a_Dead_Earth/?snr=1_7_7_240_150_39,"Simulation, Strategy, Space"
Hyperdimension Neptunia Re;Birth1 Additional Content1,Win,21,21,100,Positive,"21 Jan, 2015","0,99€",0,"0,99€",Strategy,https://store.steampowered.com/app/319017/Hyperdimension_Neptunia_ReBirth1_Additional_Content1/?snr=1_7_7_240_150_39,"Strategy, RPG"
SpellForce 2 - Faith in Destiny Scenario 1: Flink's Secret Diary,Win,11,11,90,Positive,"17 Dec, 2012","3,99€",0,"3,99€",Strategy,https://store.steampowered.com/app/226350/SpellForce_2__Faith_in_Destiny_Scenario_1_Flinks_Secret_Diary/?snr=1_7_7_240_150_39,"Strategy, RPG"
Umbra,Win,17,17,88,Positive,"20 Dec, 2022","3,99€",None,0,Strategy,https://store.steampowered.com/app/2137920/Umbra/?snr=1_7_7_240_150_39,"Strategy, Horror, Survival Horror"
SpellForce 2 - Faith in Destiny Scenario 2: The Golden Fool,Win,10,10,90,Positive,"18 Jan, 2013","3,99€",0,"3,99€",Strategy,https://store.steampowered.com/app/226370/SpellForce_2__Faith_in_Destiny_Scenario_2_The_Golden_Fool/?snr=1_7_7_240_150_39,"Strategy, RPG"
Seek Girl:Fog Ⅰ,Win,4358,4358,84,Very Positive,"28 Aug, 2020","3,29€",None,0,Sexual Content,https://store.steampowered.com/app/1263370/Seek_GirlFog/?snr=1_7_7_240_150_39,"Sexual Content, Nudity, Mature"
Banana Hell,Win,52,52,82,Very Positive,"7 Nov, 2020","2,39€",0,"2,39€",Indie,https://store.steampowered.com/app/1260130/Banana_Hell/?snr=1_7_7_240_150_39,"Indie, Casual, Platformer"
Hyperdimension Neptunia Re;Birth1 Additional Content3,Win,14,14,100,Positive,"29 Jan, 2015","0,99€",0,"0,99€",Strategy,https://store.steampowered.com/app/319011/Hyperdimension_Neptunia_ReBirth1_Additional_Content3/?snr=1_7_7_240_150_39,"Strategy, RPG"
Army Men II,Win,110,0,0,None,"20 Dec, 2017","5,39€",0,"5,39€",Strategy,https://store.steampowered.com/app/549170/Army_Men_II/?snr=1_7_7_240_150_39,"Strategy, Action, Classic"
Infested Planet - Trickster's Arsenal,"Win, Mac",33,33,96,Positive,"24 Apr, 2015","3,99€",0,"3,99€",Strategy,https://store.steampowered.com/app/358020/Infested_Planet__Tricksters_Arsenal/?snr=1_7_7_240_150_39,"Strategy, Action, Indie"
Agarest: Generations of War 2,Win,208,0,0,None,"19 Feb, 2015","19,99€",0,"19,99€",JRPG,https://store.steampowered.com/app/312790/Agarest_Generations_of_War_2/?snr=1_7_7_240_150_39,"JRPG, Tactical RPG, Dating Sim"
Hyperdimension Neptunia Re;Birth1 Tag Along DLC,Win,35,35,85,Positive,"5 Sep, 2018","0,99€",0,"0,99€",Strategy,https://store.steampowered.com/app/898960/Hyperdimension_Neptunia_ReBirth1_Tag_Along_DLC/?snr=1_7_7_240_150_39,"Strategy, RPG"
Battle of Vukovar: Rain of Steel,Win,43,43,74,Mostly Positive,"31 Jan, 2023","9,75€",0,"9,75€",Early Access,https://store.steampowered.com/app/2122210/Battle_of_Vukovar_Rain_of_Steel/?snr=1_7_7_240_150_39,"Early Access, Wargame, FPS"
Love n War: Warlord by Chance - Sisters of Castus,Win,106,0,0,None,"19 Sep, 2021","1,99€",0,"1,99€",Casual,https://store.steampowered.com/app/1660900/Love_n_War_Warlord_by_Chance__Sisters_of_Castus/?snr=1_7_7_240_150_39,"Casual, Simulation, Strategy"
Tokyo Twilight Ghost Hunters Daybreak: Special Gigs,Win,54,0,0,None,"17 Mar, 2017","9,99€",None,0,Adventure,https://store.steampowered.com/app/425460/Tokyo_Twilight_Ghost_Hunters_Daybreak_Special_Gigs/?snr=1_7_7_240_150_39,"Adventure, RPG, Strategy"
Fuga: Melodies of Steel - Deluxe Edition Upgrade Pack,Win,21,21,85,Positive,"28 Jul, 2021","19,99€",0,"19,99€",RPG,https://store.steampowered.com/app/1611470/Fuga_Melodies_of_Steel__Deluxe_Edition_Upgrade_Pack/?snr=1_7_7_240_150_39,"RPG, Cute, Emotional"
The Dungeon Tower,"Win, Mac",10,10,100,Positive,"11 Sep, 2023","4,99€",0,"4,99€",RPG,https://store.steampowered.com/app/2490750/The_Dungeon_Tower/?snr=1_7_7_240_150_39,"RPG, Action Roguelike, Roguelike"
Magellania,Win,24,24,100,Positive,"18 Mar, 2021","8,19€",0,"8,19€",Strategy,https://store.steampowered.com/app/1511950/Magellania/?snr=1_7_7_240_150_39,"Strategy, Action RPG, RPG"
Boxing Gym Story,Win,70,70,75,Mostly Positive,"12 Feb, 2023","7,99€",0,"7,99€",Sports,https://store.steampowered.com/app/1947950/Boxing_Gym_Story/?snr=1_7_7_240_150_39,"Sports, Simulation, Boxing"
Radio Commander: Squad Management,"Win, Mac, Linux",27,0,0,None,"10 Apr, 2020","3,99€",0,"3,99€",Strategy,https://store.steampowered.com/app/1208880/Radio_Commander_Squad_Management/?snr=1_7_7_240_150_39,"Strategy, Indie, Simulation"
乱火战舞,Win,230,230,96,Very Positive,"7 Sep, 2023",0,None,0,Adventure,https://store.steampowered.com/app/2520880/_/?snr=1_7_7_240_150_39,"Adventure, Strategy, RPG"
The Tree,Win,26,26,84,Positive,"17 Mar, 2022","3,99€",0,"3,99€",Strategy,https://store.steampowered.com/app/1773560/The_Tree/?snr=1_7_7_240_150_39,"Strategy, Relaxing, Puzzle"
Night of Full Moon - Magic Curtain（Classic）,Win,11,0,0,None,"1 Aug, 2019","1,99€",0,"1,99€",Strategy,https://store.steampowered.com/app/1130750/Night_of_Full_Moon__Magic_CurtainClassic/?snr=1_7_7_240_150_39,"Strategy, Adventure, Indie"
Planet Stronghold: Colonial Defense,"Win, Mac, Linux",25,25,76,Mostly Positive,"9 Mar, 2016","19,50€",0,"19,50€",Strategy,https://store.steampowered.com/app/435260/Planet_Stronghold_Colonial_Defense/?snr=1_7_7_240_150_39,"Strategy, Card Battler, Card Game"
Hot Brass,"Win, Mac",381,381,82,Very Positive,"26 Feb, 2021","14,79€",None,0,Real Time Tactics,https://store.steampowered.com/app/892860/Hot_Brass/?snr=1_7_7_240_150_39,"Real Time Tactics, Stealth, Crime"
Crusader Kings II: Early Eastern Clothing Pack,"Win, Mac, Linux",16,16,75,Mostly Positive,"14 Oct, 2014","1,99€",0,"1,99€",Strategy,https://store.steampowered.com/app/292984/Crusader_Kings_II_Early_Eastern_Clothing_Pack/?snr=1_7_7_240_150_39,"Strategy, RPG, Simulation"
Too Many Sheep,"Win, Mac, Linux",14,14,92,Positive,"25 Jul, 2023","1,99€",0,"1,99€",Early Access,https://store.steampowered.com/app/2410820/Too_Many_Sheep/?snr=1_7_7_240_150_39,"Early Access, Casual, Sports"
Night of Full Moon - Choice of Carpenter（Classic）,Win,28,0,0,None,"1 Aug, 2019","1,99€",0,"1,99€",Strategy,https://store.steampowered.com/app/1130770/Night_of_Full_Moon__Choice_of_CarpenterClassic/?snr=1_7_7_240_150_39,"Strategy, Adventure, Indie"
Tabletop Simulator - Mistfall,"Win, Mac, Linux",22,0,0,None,"14 Dec, 2015","7,99€",0,"7,99€",Strategy,https://store.steampowered.com/app/425960/Tabletop_Simulator__Mistfall/?snr=1_7_7_240_150_39,"Strategy, RPG, Indie"
3D PUZZLE - Medieval Inn,"Win, Mac, Linux",11,11,90,Positive,"22 Jun, 2023","487,48€",None,0,Action,https://store.steampowered.com/app/2466890/3D_PUZZLE__Medieval_Inn/?snr=1_7_7_240_150_39,"Action, Adventure, Casual"
TasteMaker,Win,1115,1115,85,Very Positive,"21 Apr, 2023","11,99€",0,"11,99€",Sandbox,https://store.steampowered.com/app/1289340/TasteMaker/?snr=1_7_7_240_150_39,"Sandbox, Management, Building"
Warhammer: Chaos And Conquest,"Win, Mac",1013,0,0,None,"18 Nov, 2019",0,None,0,Free to Play,https://store.steampowered.com/app/1144170/Warhammer_Chaos_And_Conquest/?snr=1_7_7_240_150_39,"Free to Play, Strategy, Massively Multiplayer"
The Manga Works,Win,128,128,85,Very Positive,"24 Jul, 2022","7,99€",0,"7,99€",Choose Your Own Adventure,https://store.steampowered.com/app/1921770/The_Manga_Works/?snr=1_7_7_240_150_39,"Choose Your Own Adventure, Management, Education"
WasteLand Express 废土快递,Win,849,849,91,Very Positive,"27 Oct, 2022","3,29€",0,"3,29€",Strategy,https://store.steampowered.com/app/1831250/WasteLand_Express/?snr=1_7_7_240_150_39,"Strategy, Strategy RPG, Time Management"
The Sushi Spinnery,Win,273,273,95,Very Positive,"22 May, 2022","7,99€",0,"7,99€",Simulation,https://store.steampowered.com/app/1921780/The_Sushi_Spinnery/?snr=1_7_7_240_150_39,"Simulation, Cooking, Pixel Graphics"
WitchCraft TD,Win,28,28,82,Positive,"2 Oct, 2022","1,59€",0,"1,59€",Strategy,https://store.steampowered.com/app/2152410/WitchCraft_TD/?snr=1_7_7_240_150_39,"Strategy, Tower Defense, Roguelike"
Eximius: Seize the Frontline,Win,454,454,75,Mostly Positive,"16 Mar, 2021","7,99€",0,"7,99€",Co-op,https://store.steampowered.com/app/505740/Eximius_Seize_the_Frontline/?snr=1_7_7_240_150_39,"Co-op, First-Person, 3D"
Miner's Mettle,Win,63,0,0,None,"3 Nov, 2021","20,99€",0,"20,99€",Strategy,https://store.steampowered.com/app/1058800/Miners_Mettle/?snr=1_7_7_240_150_39,"Strategy, Trains, RTS"
Brunch Club,Win,34,34,73,Mostly Positive,"29 Aug, 2019","11,79€",0,"11,79€",Indie,https://store.steampowered.com/app/1045120/Brunch_Club/?snr=1_7_7_240_150_39,"Indie, Casual, Physics"
Hyperdimension Neptunia Re;Birth1 - Babysitter's Club,Win,16,16,100,Positive,"4 Feb, 2019","1,99€",0,"1,99€",Strategy,https://store.steampowered.com/app/979131/Hyperdimension_Neptunia_ReBirth1__Babysitters_Club/?snr=1_7_7_240_150_39,"Strategy, RPG"
Heroes of the Three Kingdoms,Win,498,498,93,Very Positive,"12 Nov, 2020","0,79€",0,"0,79€",Strategy,https://store.steampowered.com/app/1437820/Heroes_of_the_Three_Kingdoms/?snr=1_7_7_240_150_39,"Strategy, Strategy RPG, Singleplayer"
Awesomenauts - Bionic Raelynn Skin,"Win, Mac, Linux",19,19,94,Positive,"13 Mar, 2013","1,49€",0,"1,49€",Strategy,https://store.steampowered.com/app/230883/Awesomenauts__Bionic_Raelynn_Skin/?snr=1_7_7_240_150_39,"Strategy, Action, Indie"
Autonauts vs Piratebots,Win,295,295,84,Very Positive,"28 Jul, 2022","19,99€",0,"19,99€",Simulation,https://store.steampowered.com/app/1907720/Autonauts_vs_Piratebots/?snr=1_7_7_240_150_39,"Simulation, Strategy, Automation"
The Pirate: Caribbean Hunt,"Win, Mac, Linux",4132,4132,81,Very Positive,"24 Aug, 2016",0,None,0,Free to Play,https://store.steampowered.com/app/512470/The_Pirate_Caribbean_Hunt/?snr=1_7_7_240_150_39,"Free to Play, Naval Combat, Pirates"
Tumblestone,"Win, Mac, Linux",147,147,86,Very Positive,"12 Jul, 2016","22,99€",0,"22,99€",Indie,https://store.steampowered.com/app/269710/Tumblestone/?snr=1_7_7_240_150_39,"Indie, Casual, Action"
Paths of Fight: Samurai,Win,11,11,100,Positive,"1 Aug, 2023","1,99€",0,"1,99€",Puzzle,https://store.steampowered.com/app/2287100/Paths_of_Fight_Samurai/?snr=1_7_7_240_150_39,"Puzzle, Strategy, Turn-Based"
Planet TD,Win,85,85,81,Very Positive,"6 Jan, 2023","2,39€",0,"2,39€",Tower Defense,https://store.steampowered.com/app/1859490/Planet_TD/?snr=1_7_7_240_150_39,"Tower Defense, Real Time Tactics, Auto Battler"
Men of War: Red Tide,Win,597,597,86,Very Positive,"1 Nov, 2009","4,99€",0,"4,99€",Strategy,https://store.steampowered.com/app/3130/Men_of_War_Red_Tide/?snr=1_7_7_240_150_39,"Strategy, World War II, RTS"
会计模拟器,"Win, Mac",78,78,80,Very Positive,"21 Nov, 2022","10,79€",0,"10,79€",Strategy,https://store.steampowered.com/app/2105980/_/?snr=1_7_7_240_150_39,"Strategy, Education, Typing"
Bad cat Sam,Win,61,61,86,Very Positive,"24 Jan, 2023","2,99€",0,"2,99€",Adventure,https://store.steampowered.com/app/2256230/Bad_cat_Sam/?snr=1_7_7_240_150_39,"Adventure, Strategy, Puzzle"
SOK MIN,Win,83,83,90,Very Positive,"18 Apr, 2018","14,97€",86,"2,10€",Casual,https://store.steampowered.com/app/839340/SOK_MIN/?snr=1_7_7_240_150_39,"Casual, Indie, Sokoban"
Trials of Guinevere,Win,22,22,90,Positive,"31 Dec, 2019","7,39€",0,"7,39€",RPG,https://store.steampowered.com/app/1103130/Trials_of_Guinevere/?snr=1_7_7_240_150_39,"RPG, Story Rich, Turn-Based Combat"
Spelljammer: Pirates of Realmspace,Win,11,0,0,None,"27 Mar, 2023","9,75€",0,"9,75€",Strategy,https://store.steampowered.com/app/2350550/Spelljammer_Pirates_of_Realmspace/?snr=1_7_7_240_150_39,"Strategy, Adventure, RPG"
Mount & Blade II: Bannerlord Digital Companion,Win,669,669,86,Very Positive,"16 Dec, 2022","9,99€",0,"9,99€",Strategy,https://store.steampowered.com/app/2240110/Mount__Blade_II_Bannerlord_Digital_Companion/?snr=1_7_7_240_150_39,"Strategy, Action, RPG"
Ignited Steel: Mech Tactics,Win,72,72,75,Mostly Positive,"9 Mar, 2022","14,99€",0,"14,99€",Strategy,https://store.steampowered.com/app/1550740/Ignited_Steel_Mech_Tactics/?snr=1_7_7_240_150_39,"Strategy, Mechs, Turn-Based Tactics"
Tabletop Simulator - Wizard's Academy,"Win, Mac, Linux",15,0,0,None,"8 Jul, 2016","7,99€",0,"7,99€",Strategy,https://store.steampowered.com/app/468730/Tabletop_Simulator__Wizards_Academy/?snr=1_7_7_240_150_39,"Strategy, RPG, Indie"
Vanaris Tactics,Win,104,104,75,Mostly Positive,"4 Aug, 2022","9,75€",0,"9,75€",RPG,https://store.steampowered.com/app/1599860/Vanaris_Tactics/?snr=1_7_7_240_150_39,"RPG, Turn-Based Tactics, Tactical RPG"
Twilight Struggle - Turn Zero & Promo Cards,"Win, Mac",26,0,0,None,"19 Dec, 2016","3,29€",0,"3,29€",Strategy,https://store.steampowered.com/app/558480/Twilight_Struggle__Turn_Zero__Promo_Cards/?snr=1_7_7_240_150_39,"Strategy, Simulation"
BlackJack Math,"Win, Mac",63,63,87,Very Positive,"20 Aug, 2020","0,99€",0,"0,99€",Trading Card Game,https://store.steampowered.com/app/1341220/BlackJack_Math/?snr=1_7_7_240_150_39,"Trading Card Game, Solitaire, Casual"
The Ball,Win,756,756,74,Mostly Positive,"26 Oct, 2010","8,19€",0,"8,19€",3D Platformer,https://store.steampowered.com/app/35460/The_Ball/?snr=1_7_7_240_150_39,"3D Platformer, Puzzle Platformer, First-Person"
Battle of the Bulge,"Win, Mac",109,109,72,Mostly Positive,"17 Sep, 2015","9,75€",0,"9,75€",Strategy,https://store.steampowered.com/app/365560/Battle_of_the_Bulge/?snr=1_7_7_240_150_39,"Strategy, World War II, Turn-Based Strategy"
Riding Horse School,Win,27,27,88,Positive,"6 Mar, 2023","43,99€",0,"43,99€",Strategy,https://store.steampowered.com/app/2312050/Riding_Horse_School/?snr=1_7_7_240_150_39,"Strategy, Adventure, Simulation"
Minos Strategos,"Win, Mac, Linux",27,27,88,Positive,"27 Jan, 2017","7,99€",0,"7,99€",Strategy,https://store.steampowered.com/app/577490/Minos_Strategos/?snr=1_7_7_240_150_39,"Strategy, Tabletop, Turn-Based"
Hyperdimension Neptunia Re;Birth1 Histoire Battle Entry,Win,32,32,100,Positive,"29 Jan, 2015","0,99€",0,"0,99€",RPG,https://store.steampowered.com/app/319016/Hyperdimension_Neptunia_ReBirth1_Histoire_Battle_Entry/?snr=1_7_7_240_150_39,"RPG, Strategy"
Jigsaw Puzzle Best Places,Win,19,19,89,Positive,"16 Dec, 2022","0,99€",0,"0,99€",Casual,https://store.steampowered.com/app/2208070/Jigsaw_Puzzle_Best_Places/?snr=1_7_7_240_150_39,"Casual, Strategy, Tabletop"
Deadly Days,"Win, Mac, Linux",838,838,88,Very Positive,"19 Sep, 2019","11,99€",0,"11,99€",Indie,https://store.steampowered.com/app/740080/Deadly_Days/?snr=1_7_7_240_150_39,"Indie, Action, Roguelite"
Run!ZombieFood!,Win,1080,1080,80,Very Positive,"30 Jul, 2017","3,99€",0,"3,99€",Casual,https://store.steampowered.com/app/671800/RunZombieFood/?snr=1_7_7_240_150_39,"Casual, Strategy, Adventure"
Stratego - Single Player,Win,59,59,83,Very Positive,"10 Dec, 2016","5,49€",0,"5,49€",Strategy,https://store.steampowered.com/app/491670/Stratego__Single_Player/?snr=1_7_7_240_150_39,"Strategy, Singleplayer, Board Game"
Deck of Ashes,"Win, Mac",793,793,71,Mostly Positive,"9 Jun, 2020","19,99€",0,"19,99€",Card Battler,https://store.steampowered.com/app/1016730/Deck_of_Ashes/?snr=1_7_7_240_150_39,"Card Battler, RPG, Indie"
Math+Sticks - Coffee Break Club,"Win, Mac",44,44,93,Positive,"14 Nov, 2021","1,99€",0,"1,99€",Strategy,https://store.steampowered.com/app/1799160/MathSticks__Coffee_Break_Club/?snr=1_7_7_240_150_39,"Strategy, Indie, Casual"
Curious Expedition 2 - Robots of Lux,Win,55,0,0,None,"15 Sep, 2022","5,99€",0,"5,99€",Strategy,https://store.steampowered.com/app/1751921/Curious_Expedition_2__Robots_of_Lux/?snr=1_7_7_240_150_39,"Strategy, Adventure, RPG"
Collapse: A Political Simulator,"Win, Mac, Linux",125,0,0,None,"23 Feb, 2021","6,89€",0,"6,89€",Political Sim,https://store.steampowered.com/app/990260/Collapse_A_Political_Simulator/?snr=1_7_7_240_150_39,"Political Sim, CRPG, Choose Your Own Adventure"
Secret Government,"Win, Mac, Linux",227,0,0,None,"15 Apr, 2021","19,99€",0,"19,99€",Conspiracy,https://store.steampowered.com/app/946990/Secret_Government/?snr=1_7_7_240_150_39,"Conspiracy, Illuminati, Grand Strategy"
War of the Human Tanks - Limited Operations,Win,20,20,90,Positive,"13 Jun, 2016","9,75€",0,"9,75€",Adventure,https://store.steampowered.com/app/301930/War_of_the_Human_Tanks__Limited_Operations/?snr=1_7_7_240_150_39,"Adventure, Wargame, War"
Factorio - Soundtrack,Music,91,91,92,Very Positive,"25 Feb, 2016","7,00€",0,"7,00€",Strategy,https://store.steampowered.com/app/436090/Factorio__Soundtrack/?snr=1_7_7_240_150_39,"Strategy, Simulation, Soundtrack"
Touhou Monster TD ~ 幻想乡妖怪塔防,"Win, Mac, Linux",747,747,90,Very Positive,"1 Oct, 2021","15,99€",0,"15,99€",RPG,https://store.steampowered.com/app/1671350/Touhou_Monster_TD/?snr=1_7_7_240_150_39,"RPG, Tactical RPG, Tower Defense"
Slayaway Camp,"Win, Mac, Linux",586,586,96,Overwhelmingly Positive,"25 Oct, 2016","7,39€",0,"7,39€",Puzzle,https://store.steampowered.com/app/530390/Slayaway_Camp/?snr=1_7_7_240_150_40,"Puzzle, Gore, Indie"
Agricola: All Creatures Big and Small,"Win, Mac, Linux",53,0,0,None,"14 Feb, 2017","6,99€",0,"6,99€",Strategy,https://store.steampowered.com/app/528180/Agricola_All_Creatures_Big_and_Small/?snr=1_7_7_240_150_40,"Strategy, Indie, Board Game"
The Colonists,"Win, Mac, Linux",863,863,85,Very Positive,"24 Oct, 2018","22,99€",0,"22,99€",Colony Sim,https://store.steampowered.com/app/677340/The_Colonists/?snr=1_7_7_240_150_40,"Colony Sim, Strategy, City Builder"
Roll for the Galaxy,Win,96,96,92,Very Positive,"25 Aug, 2020","15,99€",0,"15,99€",Strategy,https://store.steampowered.com/app/893840/Roll_for_the_Galaxy/?snr=1_7_7_240_150_40,"Strategy, Board Game, Space"
Argonauts Agency: Golden Fleece,"Win, Mac",30,30,90,Positive,"22 Feb, 2019","14,97€",70,"4,49€",Casual,https://store.steampowered.com/app/1005000/Argonauts_Agency_Golden_Fleece/?snr=1_7_7_240_150_40,"Casual, Strategy, Simulation"
Skirmish Line - Mad Jack,"Win, Mac, Linux",16,16,93,Positive,"22 Apr, 2019","0,99€",0,"0,99€",Strategy,https://store.steampowered.com/app/1041010/Skirmish_Line__Mad_Jack/?snr=1_7_7_240_150_40,"Strategy, Action, Indie"
Vandals,"Win, Mac",62,62,80,Very Positive,"12 Apr, 2018","4,49€",0,"4,49€",Turn-Based Tactics,https://store.steampowered.com/app/809240/Vandals/?snr=1_7_7_240_150_40,"Turn-Based Tactics, Puzzle, Isometric"
Ashes of the Singularity: Escalation - Hunter / Prey Expansion,Win,12,0,0,None,"14 Nov, 2019","9,75€",0,"9,75€",Strategy,https://store.steampowered.com/app/1176130/Ashes_of_the_Singularity_Escalation__Hunter__Prey_Expansion/?snr=1_7_7_240_150_40,"Strategy, Indie, RTS"
Dungeons 3 - Evil of the Caribbean,"Win, Mac, Linux",65,0,0,None,"2 Mar, 2018","4,99€",0,"4,99€",Strategy,https://store.steampowered.com/app/711680/Dungeons_3__Evil_of_the_Caribbean/?snr=1_7_7_240_150_40,"Strategy, Simulation"
PyroMind,Win,19,19,100,Positive,"27 Aug, 2019","2,99€",0,"2,99€",Casual,https://store.steampowered.com/app/695570/PyroMind/?snr=1_7_7_240_150_40,"Casual, Action, Indie"
Cities: Skylines - Synthetic Dawn Radio,"Win, Mac, Linux",91,91,89,Very Positive,"23 Oct, 2018","3,99€",0,"3,99€",Strategy,https://store.steampowered.com/app/944070/Cities_Skylines__Synthetic_Dawn_Radio/?snr=1_7_7_240_150_40,"Strategy, Simulation, City Builder"
Slay,Win,147,147,89,Very Positive,"30 Nov, 2016","9,75€",0,"9,75€",Strategy,https://store.steampowered.com/app/563200/Slay/?snr=1_7_7_240_150_40,"Strategy, Turn-Based, Singleplayer"
Fort Triumph,"Win, Mac, Linux",646,646,79,Mostly Positive,"16 Apr, 2020","16,79€",0,"16,79€",Strategy,https://store.steampowered.com/app/612570/Fort_Triumph/?snr=1_7_7_240_150_40,"Strategy, Turn-Based Tactics, Tactical RPG"
Dungeons 3 - Once Upon A Time,"Win, Mac, Linux",99,0,0,None,"2 Feb, 2018","4,99€",0,"4,99€",Strategy,https://store.steampowered.com/app/711172/Dungeons_3__Once_Upon_A_Time/?snr=1_7_7_240_150_40,"Strategy, Simulation"
三國立志傳2,Win,81,81,85,Very Positive,"24 Mar, 2023","7,79€",0,"7,79€",Strategy,https://store.steampowered.com/app/2341920/2/?snr=1_7_7_240_150_40,"Strategy, RPG, Turn-Based Strategy"
Undefeated,Win,110,110,78,Mostly Positive,"3 Apr, 2015","4,99€",0,"4,99€",RPG,https://store.steampowered.com/app/332390/Undefeated/?snr=1_7_7_240_150_40,"RPG, Indie, RPGMaker"
My Free Zoo,Win,552,0,0,None,"28 Nov, 2017",0,None,0,Free to Play,https://store.steampowered.com/app/694130/My_Free_Zoo/?snr=1_7_7_240_150_40,"Free to Play, Casual, Simulation"
Shadowrun Returns,"Win, Mac, Linux",8950,8950,88,Very Positive,"25 Jul, 2013","14,99€",0,"14,99€",RPG,https://store.steampowered.com/app/234650/Shadowrun_Returns/?snr=1_7_7_240_150_40,"RPG, Cyberpunk, Turn-Based"
Infinity Kingdom,"Win, Mac",470,0,0,None,"1 Jul, 2021",0,None,0,Strategy,https://store.steampowered.com/app/1573360/Infinity_Kingdom/?snr=1_7_7_240_150_40,"Strategy, 4X, MOBA"
Z Dawn,"Win, Mac, Linux",197,197,70,Mostly Positive,"6 Dec, 2019","9,99€",0,"9,99€",Strategy,https://store.steampowered.com/app/872680/Z_Dawn/?snr=1_7_7_240_150_40,"Strategy, RPG, Indie"
SEIKEN-MANIFESTIA,"Win, Mac",81,81,93,Very Positive,"17 May, 2021","33,99€",0,"33,99€",RTS,https://store.steampowered.com/app/1482490/SEIKENMANIFESTIA/?snr=1_7_7_240_150_40,"RTS, Real Time Tactics, Strategy"
Highland Warriors,Win,39,39,74,Mostly Positive,"4 Mar, 2016","3,99€",0,"3,99€",Strategy,https://store.steampowered.com/app/446460/Highland_Warriors/?snr=1_7_7_240_150_40,"Strategy, RTS"
Quinterra,Win,36,36,75,Mostly Positive,"7 Apr, 2021","12,49€",0,"12,49€",Strategy,https://store.steampowered.com/app/1414770/Quinterra/?snr=1_7_7_240_150_40,"Strategy, Roguelike, Turn-Based Tactics"
Cosmic Cavern 3671　　宇宙最大の地底最大の作戦,Win,14,14,71,Mostly Positive,"14 Jul, 2016","4,99€",0,"4,99€",Action,https://store.steampowered.com/app/496980/Cosmic_Cavern_3671/?snr=1_7_7_240_150_40,"Action, Casual, Indie"
Faeria - Premium Edition DLC,"Win, Mac, Linux",17,17,76,Mostly Positive,"18 Jul, 2018","9,99€",0,"9,99€",Strategy,https://store.steampowered.com/app/880520/Faeria__Premium_Edition_DLC/?snr=1_7_7_240_150_40,"Strategy, Massively Multiplayer, Indie"
👑 Idle Calibur 👑（选王之剑）,Win,1128,1128,88,Very Positive,"14 Jan, 2022","7,79€",0,"7,79€",Indie,https://store.steampowered.com/app/1674890/_Idle_Calibur/?snr=1_7_7_240_150_40,"Indie, Roguelite, Anime"
Mainframe Defenders,"Win, Linux",551,551,89,Very Positive,"25 Feb, 2020","4,99€",0,"4,99€",Roguelike,https://store.steampowered.com/app/1184810/Mainframe_Defenders/?snr=1_7_7_240_150_40,"Roguelike, Tactical RPG, Sandbox"
Queen's Wish 2: The Tormentor,"Win, Mac",53,53,84,Very Positive,"23 Aug, 2022","20,99€",0,"20,99€",Adventure,https://store.steampowered.com/app/1947750/Queens_Wish_2_The_Tormentor/?snr=1_7_7_240_150_40,"Adventure, RPG, Strategy"
The Jolly Gang's Misadventures in Africa / Масяня в полной Африке,Win,108,108,95,Very Positive,"24 Mar, 2019","5,69€",0,"5,69€",Adventure,https://store.steampowered.com/app/1048920/The_Jolly_Gangs_Misadventures_in_Africa/?snr=1_7_7_240_150_40,"Adventure, Indie, Casual"
디펜던 defendun,Win,55,55,92,Very Positive,"30 May, 2023","5,89€",0,"5,89€",Pixel Graphics,https://store.steampowered.com/app/2323810/_defendun/?snr=1_7_7_240_150_40,"Pixel Graphics, Tower Defense, Singleplayer"
