Games name,Platforms,Reviewers,,Positive percent,Comment,Released,Price,Discount,Discounted price,Type,URL,All_tags
Banana Hell,Win,51,51,84,Very Positive,"7 Nov, 2020","2,39€",0,"2,39€",Indie,https://store.steampowered.com/app/1260130/Banana_Hell/?snr=1_7_7_240_150_38,"Indie, Casual, Platformer"
Cruise Ship Manager,Win,74,0,0,None,"24 May, 2023","9,75€",0,"9,75€",Naval,https://store.steampowered.com/app/1730240/Cruise_Ship_Manager/?snr=1_7_7_240_150_38,"Naval, Relaxing, Survival"
New Yankee: Under the Genie's Thumb,Win,10,10,90,Positive,"31 Mar, 2021","5,69€",0,"5,69€",Casual,https://store.steampowered.com/app/1563770/New_Yankee_Under_the_Genies_Thumb/?snr=1_7_7_240_150_38,"Casual, Adventure, Strategy"
Soda Dungeon,Win,5831,5831,94,Very Positive,"6 Feb, 2017",0,None,0,Free to Play,https://store.steampowered.com/app/564710/Soda_Dungeon/?snr=1_7_7_240_150_38,"Free to Play, RPG, Pixel Graphics"
Monster Girls and the Mysterious Adventure 2,Win,243,243,90,Very Positive,"26 Aug, 2022","20,99€",0,"20,99€",RPG,https://store.steampowered.com/app/1895860/Monster_Girls_and_the_Mysterious_Adventure_2/?snr=1_7_7_240_150_38,"RPG, Mystery Dungeon, Simulation"
Pizza Connection,"Win, Mac, Linux",46,46,71,Mostly Positive,"5 Apr, 2017","5,99€",0,"5,99€",Strategy,https://store.steampowered.com/app/598990/Pizza_Connection/?snr=1_7_7_240_150_38,"Strategy, Simulation, Management"
Black Moon Chronicles,Win,18,18,94,Positive,"25 Aug, 2016","5,99€",0,"5,99€",Strategy,https://store.steampowered.com/app/501500/Black_Moon_Chronicles/?snr=1_7_7_240_150_38,"Strategy, RTS, Classic"
Night of Full Moon - Magic Curtain（Classic）,Win,11,0,0,None,"1 Aug, 2019","1,99€",0,"1,99€",Strategy,https://store.steampowered.com/app/1130750/Night_of_Full_Moon__Magic_CurtainClassic/?snr=1_7_7_240_150_38,"Strategy, Adventure, Indie"
Blood Bowl 2 - Undead,"Win, Mac",10,10,100,Positive,"26 Jul, 2016","6,99€",0,"6,99€",Strategy,https://store.steampowered.com/app/497170/Blood_Bowl_2__Undead/?snr=1_7_7_240_150_38,"Strategy, Sports"
Dungeon Deathball,Win,165,165,96,Very Positive,"13 Oct, 2021","11,79€",0,"11,79€",Tactical,https://store.steampowered.com/app/861330/Dungeon_Deathball/?snr=1_7_7_240_150_38,"Tactical, Roguelite, Turn-Based Tactics"
Motesolo : No Girlfriend Since Birth,Win,856,856,85,Very Positive,"9 Jun, 2021","18,99€",None,0,Simulation,https://store.steampowered.com/app/1414180/Motesolo__No_Girlfriend_Since_Birth/?snr=1_7_7_240_150_38,"Simulation, FMV, Cinematic"
LuckLand,Win,71,71,92,Very Positive,"26 Aug, 2023","8,79€",0,"8,79€",Strategy,https://store.steampowered.com/app/2516820/LuckLand/?snr=1_7_7_240_150_38,"Strategy, Deckbuilding, Roguelike"
Cities in Motion 2,"Win, Mac, Linux",1139,0,0,None,"2 Apr, 2013","19,99€",0,"19,99€",Simulation,https://store.steampowered.com/app/225420/Cities_in_Motion_2/?snr=1_7_7_240_150_38,"Simulation, Strategy, Transportation"
Linked,Win,374,374,93,Very Positive,"20 Feb, 2017","9,75€",0,"9,75€",Indie,https://store.steampowered.com/app/596590/Linked/?snr=1_7_7_240_150_38,"Indie, Casual, 2D"
Cultures - Northland,Win,457,457,82,Very Positive,"26 Mar, 2015","4,99€",0,"4,99€",Strategy,https://store.steampowered.com/app/351860/Cultures__Northland/?snr=1_7_7_240_150_38,"Strategy, City Builder, RTS"
Cardfight!! Vanguard DD: Additional Card Pass,Win,15,0,0,None,"16 Nov, 2022","51,49€",0,"51,49€",Strategy,https://store.steampowered.com/app/2191800/Cardfight_Vanguard_DD_Additional_Card_Pass/?snr=1_7_7_240_150_38,Strategy
The Divine Deception,"Win, Mac",17,17,94,Positive,"3 Dec, 2021","12,49€",0,"12,49€",Visual Novel,https://store.steampowered.com/app/1820720/The_Divine_Deception/?snr=1_7_7_240_150_38,"Visual Novel, Gambling, Political"
Ancestors Legacy - Digital Artbook,Win,13,13,84,Positive,"22 May, 2018","4,99€",0,"4,99€",Strategy,https://store.steampowered.com/app/799330/Ancestors_Legacy__Digital_Artbook/?snr=1_7_7_240_150_38,Strategy
Tabletop Playground,"Win, Mac, Linux",66,66,89,Very Positive,"15 May, 2020","14,99€",0,"14,99€",Indie,https://store.steampowered.com/app/838410/Tabletop_Playground/?snr=1_7_7_240_150_38,"Indie, Simulation, Strategy"
For The Fatherland,Win,21,21,80,Positive,"5 Mar, 2023","3,99€",0,"3,99€",Tower Defense,https://store.steampowered.com/app/1900720/For_The_Fatherland/?snr=1_7_7_240_150_38,"Tower Defense, Strategy, Auto Battler"
This War of Mine: War Child Charity,"Win, Mac, Linux",1514,1514,98,Overwhelmingly Positive,"9 Mar, 2015","0,99€",0,"0,99€",Indie,https://store.steampowered.com/app/348040/This_War_of_Mine_War_Child_Charity/?snr=1_7_7_240_150_38,"Indie, Simulation, Adventure"
Blood Bowl 2 - Norse,"Win, Mac",10,10,90,Positive,"3 May, 2016","6,99€",0,"6,99€",Strategy,https://store.steampowered.com/app/401590/Blood_Bowl_2__Norse/?snr=1_7_7_240_150_38,"Strategy, Sports"
GearCity,"Win, Mac, Linux",1159,1159,88,Very Positive,"14 Jan, 2022","18,99€",0,"18,99€",Simulation,https://store.steampowered.com/app/285110/GearCity/?snr=1_7_7_240_150_38,"Simulation, Management, Strategy"
Q.U.B.E: Director's Cut,"Win, Mac, Linux",777,777,83,Very Positive,"21 May, 2014","7,99€",0,"7,99€",Puzzle,https://store.steampowered.com/app/239430/QUBE_Directors_Cut/?snr=1_7_7_240_150_38,"Puzzle, Indie, First-Person"
Desperados III: Money for the Vultures - Part 1: Late to the Party,"Win, Mac, Linux",57,0,0,None,"2 Sep, 2020","4,99€",None,0,Strategy,https://store.steampowered.com/app/1287600/Desperados_III_Money_for_the_Vultures__Part_1_Late_to_the_Party/?snr=1_7_7_240_150_38,Strategy
Professionals Abroad DLC,Win,66,66,77,Mostly Positive,"25 Oct, 2021","3,99€",0,"3,99€",Action,https://store.steampowered.com/app/1788610/Professionals_Abroad_DLC/?snr=1_7_7_240_150_38,"Action, Casual, Simulation"
Let's Learn Shogi,Win,21,21,71,Mostly Positive,"15 Dec, 2020","4,99€",None,0,Strategy,https://store.steampowered.com/app/1486050/Lets_Learn_Shogi/?snr=1_7_7_240_150_38,"Strategy, Chess, Turn-Based Tactics"
John Wick Hex,"Win, Mac",291,0,0,None,"4 Dec, 2020","19,99€",0,"19,99€",Strategy,https://store.steampowered.com/app/1405790/John_Wick_Hex/?snr=1_7_7_240_150_38,"Strategy, Action, Real Time Tactics"
WasteLand Express 废土快递,Win,844,844,91,Very Positive,"27 Oct, 2022","3,29€",0,"3,29€",Strategy,https://store.steampowered.com/app/1831250/WasteLand_Express/?snr=1_7_7_240_150_38,"Strategy, Strategy RPG, Time Management"
Hyperdimension Neptunia Re;Birth1 Tag Along DLC,Win,35,35,85,Positive,"5 Sep, 2018","0,99€",0,"0,99€",Strategy,https://store.steampowered.com/app/898960/Hyperdimension_Neptunia_ReBirth1_Tag_Along_DLC/?snr=1_7_7_240_150_38,"Strategy, RPG"
Mainframe Defenders,"Win, Linux",550,550,89,Very Positive,"25 Feb, 2020","4,99€",0,"4,99€",Roguelike,https://store.steampowered.com/app/1184810/Mainframe_Defenders/?snr=1_7_7_240_150_38,"Roguelike, Tactical RPG, Sandbox"
Expansion - Crusader Kings II: Sunset Invasion,"Win, Mac, Linux",122,0,0,None,"15 Nov, 2012","4,99€",0,"4,99€",Strategy,https://store.steampowered.com/app/210902/Expansion__Crusader_Kings_II_Sunset_Invasion/?snr=1_7_7_240_150_38,"Strategy, Alternate History, Grand Strategy"
Z Steel Soldiers,Win,153,0,0,None,"1 Aug, 2014","12,79€",0,"12,79€",Strategy,https://store.steampowered.com/app/275510/Z_Steel_Soldiers/?snr=1_7_7_240_150_38,"Strategy, RTS, Remake"
The Tree,Win,26,26,84,Positive,"17 Mar, 2022","3,99€",0,"3,99€",Strategy,https://store.steampowered.com/app/1773560/The_Tree/?snr=1_7_7_240_150_38,"Strategy, Relaxing, Puzzle"
The Ball,Win,756,756,74,Mostly Positive,"26 Oct, 2010","8,19€",0,"8,19€",3D Platformer,https://store.steampowered.com/app/35460/The_Ball/?snr=1_7_7_240_150_38,"3D Platformer, Puzzle Platformer, First-Person"
Flashpoint Campaigns: Red Storm Player's Edition,Win,191,191,89,Very Positive,"21 Nov, 2014","48,99€",0,"48,99€",Strategy,https://store.steampowered.com/app/330720/Flashpoint_Campaigns_Red_Storm_Players_Edition/?snr=1_7_7_240_150_38,"Strategy, Wargame, Cold War"
Imperium Galactica II,"Win, Mac, Linux",454,454,86,Very Positive,"19 Jan, 2017","9,99€",0,"9,99€",Strategy,https://store.steampowered.com/app/490370/Imperium_Galactica_II/?snr=1_7_7_240_150_38,"Strategy, Space, RTS"
American Conquest: Fight Back,Win,435,0,0,None,"26 Aug, 2011","4,99€",0,"4,99€",Strategy,https://store.steampowered.com/app/115220/American_Conquest_Fight_Back/?snr=1_7_7_240_150_38,"Strategy, RTS, Historical"
Gachi Finder 3000,Win,135,135,97,Very Positive,"8 Jan, 2019","0,99€",0,"0,99€",Casual,https://store.steampowered.com/app/1000830/Gachi_Finder_3000/?snr=1_7_7_240_150_38,"Casual, Sexual Content, Indie"
Bloons TD 5 - Samurai Ninja Monkey Skin,"Win, Mac",15,15,86,Positive,"1 Sep, 2017","0,99€",0,"0,99€",Strategy,https://store.steampowered.com/app/691490/Bloons_TD_5__Samurai_Ninja_Monkey_Skin/?snr=1_7_7_240_150_38,"Strategy, Action"
Rayland,Win,69,69,94,Very Positive,"6 Nov, 2021","2,99€",0,"2,99€",Casual,https://store.steampowered.com/app/1740760/Rayland/?snr=1_7_7_240_150_38,"Casual, Strategy, Point & Click"
G.O.P.O.T.A. - adventures at the railway station,Win,40,40,82,Positive,"7 May, 2023","0,99€",0,"0,99€",Strategy,https://store.steampowered.com/app/2416750/GOPOTA__adventures_at_the_railway_station/?snr=1_7_7_240_150_38,"Strategy, Action, Adventure"
NALOGI 2,Win,277,277,74,Mostly Positive,"31 May, 2018","1,99€",0,"1,99€",Sexual Content,https://store.steampowered.com/app/841350/NALOGI_2/?snr=1_7_7_240_150_38,"Sexual Content, Nudity, Adventure"
Rayland 2,Win,27,27,96,Positive,"6 Mar, 2023","2,99€",0,"2,99€",Casual,https://store.steampowered.com/app/2271000/Rayland_2/?snr=1_7_7_240_150_38,"Casual, Strategy, Point & Click"
EMERGENCY 2,Win,52,52,84,Very Positive,"28 Nov, 2018","7,99€",0,"7,99€",Simulation,https://store.steampowered.com/app/977840/EMERGENCY_2/?snr=1_7_7_240_150_38,"Simulation, Strategy, Violent"
Star Hammer: The Vanguard Prophecy,"Win, Mac",140,140,73,Mostly Positive,"4 Jun, 2015","19,50€",0,"19,50€",Strategy,https://store.steampowered.com/app/337680/Star_Hammer_The_Vanguard_Prophecy/?snr=1_7_7_240_150_38,"Strategy, Adventure, Simulation"
Ostalgie: Paths of History,"Win, Mac, Linux",16,16,75,Mostly Positive,"8 Nov, 2021","1,99€",0,"1,99€",Indie,https://store.steampowered.com/app/1794910/Ostalgie_Paths_of_History/?snr=1_7_7_240_150_38,"Indie, Simulation, Strategy"
Trials of Guinevere,Win,22,22,90,Positive,"31 Dec, 2019","7,39€",None,0,RPG,https://store.steampowered.com/app/1103130/Trials_of_Guinevere/?snr=1_7_7_240_150_38,"RPG, Story Rich, Turn-Based Combat"
Phoenix Point - Festering Skies DLC,"Win, Mac",107,0,0,None,"25 May, 2021","8,19€",0,"8,19€",Strategy,https://store.steampowered.com/app/1357372/Phoenix_Point__Festering_Skies_DLC/?snr=1_7_7_240_150_38,"Strategy, RPG, Simulation"
LOGistICAL 3: Earth,Win,117,117,86,Very Positive,"23 Jul, 2020","33,99€",None,0,Strategy,https://store.steampowered.com/app/672150/LOGistICAL_3_Earth/?snr=1_7_7_240_150_38,"Strategy, Indie, Casual"
The Guild II - Pirates of the European Seas,Win,193,193,73,Mostly Positive,"24 Jun, 2010","9,99€",0,"9,99€",Simulation,https://store.steampowered.com/app/39660/The_Guild_II__Pirates_of_the_European_Seas/?snr=1_7_7_240_150_38,"Simulation, Strategy, Medieval"
KingSim,Win,156,156,87,Very Positive,"28 May, 2020","8,19€",0,"8,19€",Strategy RPG,https://store.steampowered.com/app/1146170/KingSim/?snr=1_7_7_240_150_38,"Strategy RPG, Choose Your Own Adventure, Management"
Tinytopia,"Win, Mac, Linux",146,146,89,Very Positive,"30 Aug, 2021","8,19€",0,"8,19€",City Builder,https://store.steampowered.com/app/968550/Tinytopia/?snr=1_7_7_240_150_38,"City Builder, Physics, Casual"
Tooth and Tail,"Win, Mac, Linux",2734,2734,82,Very Positive,"12 Sep, 2017","19,99€",0,"19,99€",Strategy,https://store.steampowered.com/app/286000/Tooth_and_Tail/?snr=1_7_7_240_150_38,"Strategy, RTS, Pixel Graphics"
Chinese Parents,"Win, Mac",19509,19509,91,Very Positive,"28 Sep, 2018","8,19€",None,0,Life Sim,https://store.steampowered.com/app/736190/Chinese_Parents/?snr=1_7_7_240_150_38,"Life Sim, Psychological Horror, Memes"
TasteMaker,Win,1115,1115,85,Very Positive,"21 Apr, 2023","11,99€",0,"11,99€",Sandbox,https://store.steampowered.com/app/1289340/TasteMaker/?snr=1_7_7_240_150_38,"Sandbox, Management, Building"
Sid Meier’s Civilization® VI: Leader Pass,"Win, Mac",478,0,0,None,"21 Nov, 2022","19,99€",0,"19,99€",Strategy,https://store.steampowered.com/app/2158250/Sid_Meiers_Civilization_VI_Leader_Pass/?snr=1_7_7_240_150_38,Strategy
The Colonists,"Win, Mac, Linux",863,863,85,Very Positive,"24 Oct, 2018","22,99€",0,"22,99€",Colony Sim,https://store.steampowered.com/app/677340/The_Colonists/?snr=1_7_7_240_150_38,"Colony Sim, Strategy, City Builder"
Spelljammer: Pirates of Realmspace,Win,11,0,0,None,"27 Mar, 2023","9,75€",0,"9,75€",Strategy,https://store.steampowered.com/app/2350550/Spelljammer_Pirates_of_Realmspace/?snr=1_7_7_240_150_38,"Strategy, Adventure, RPG"
Bloons TD 5 - Candy Banana Farm Skin,"Win, Mac",18,18,100,Positive,"18 Dec, 2017","0,99€",0,"0,99€",Strategy,https://store.steampowered.com/app/692151/Bloons_TD_5__Candy_Banana_Farm_Skin/?snr=1_7_7_240_150_38,"Strategy, Action"
Sid Meier’s Civilization® VI: Leader Pass,"Win, Mac",478,0,0,None,"21 Nov, 2022","19,99€",0,"19,99€",Strategy,https://store.steampowered.com/app/2158250/Sid_Meiers_Civilization_VI_Leader_Pass/?snr=1_7_7_240_150_39,Strategy
"Warhammer 40,000: Space Wolf - Fall of Kanak",Win,11,0,0,None,"1 Mar, 2018","6,89€",0,"6,89€",Strategy,https://store.steampowered.com/app/795720/Warhammer_40000_Space_Wolf__Fall_of_Kanak/?snr=1_7_7_240_150_39,"Strategy, Action, Games Workshop"
Ancient Saga: Vikings Journey,"Win, Mac",69,69,92,Very Positive,"20 Apr, 2023",0,None,0,Mythology,https://store.steampowered.com/app/2307690/Ancient_Saga_Vikings_Journey/?snr=1_7_7_240_150_39,"Mythology, Vikings, Adventure"
Fast Food Manager,Win,214,214,72,Mostly Positive,"16 Apr, 2021","12,49€",0,"12,49€",Simulation,https://store.steampowered.com/app/1519790/Fast_Food_Manager/?snr=1_7_7_240_150_39,"Simulation, Management, Economy"
March of the Eagles,Win,241,0,0,None,"18 Feb, 2013","19,99€",0,"19,99€",Strategy,https://store.steampowered.com/app/227760/March_of_the_Eagles/?snr=1_7_7_240_150_39,"Strategy, Simulation, Grand Strategy"
Bloons TD 5 - Candy Banana Farm Skin,"Win, Mac",18,18,100,Positive,"18 Dec, 2017","0,99€",0,"0,99€",Strategy,https://store.steampowered.com/app/692151/Bloons_TD_5__Candy_Banana_Farm_Skin/?snr=1_7_7_240_150_39,"Strategy, Action"
[Chilla's Art] Yuki Onna | 雪女,Win,140,140,77,Mostly Positive,"2 Jan, 2020","4,99€",0,"4,99€",Violent,https://store.steampowered.com/app/1191070/Chillas_Art_Yuki_Onna/?snr=1_7_7_240_150_39,"Violent, Horror, Indie"
SOK MIN,Win,84,84,90,Very Positive,"18 Apr, 2018","4,99€",None,0,Casual,https://store.steampowered.com/app/839340/SOK_MIN/?snr=1_7_7_240_150_39,"Casual, Indie, Sokoban"
The Imposters,Win,19,19,89,Positive,"17 Apr, 2023","39,99€",0,"39,99€",Strategy,https://store.steampowered.com/app/2364280/The_Imposters/?snr=1_7_7_240_150_39,"Strategy, Adventure, Casual"
Crisis in the Kremlin: Homeland of the Revolution,"Win, Mac, Linux",30,30,100,Positive,"24 Mar, 2020","1,99€",0,"1,99€",Strategy,https://store.steampowered.com/app/1255950/Crisis_in_the_Kremlin_Homeland_of_the_Revolution/?snr=1_7_7_240_150_39,"Strategy, Indie, Simulation"
Adorables,"Win, Linux",105,105,80,Very Positive,"30 Mar, 2016","4,99€",None,0,Football (Soccer),https://store.steampowered.com/app/366760/Adorables/?snr=1_7_7_240_150_39,"Football (Soccer), Sports, Indie"
Orgynizer,"Win, Mac",35,35,97,Positive,"12 Oct, 2022","2,39€",0,"2,39€",Casual,https://store.steampowered.com/app/1114380/Orgynizer/?snr=1_7_7_240_150_39,"Casual, Sexual Content, LGBTQ+"
Zen Chess: Mate in Two,"Win, Mac",60,60,91,Very Positive,"30 Apr, 2019","0,99€",0,"0,99€",Chess,https://store.steampowered.com/app/1042980/Zen_Chess_Mate_in_Two/?snr=1_7_7_240_150_39,"Chess, Minimalist, Relaxing"
Deepest Chamber: Resurrection,"Win, Linux",152,152,77,Mostly Positive,"22 Jul, 2021","12,99€",0,"12,99€",Early Access,https://store.steampowered.com/app/1552080/Deepest_Chamber_Resurrection/?snr=1_7_7_240_150_39,"Early Access, Deckbuilding, Card Battler"
ZooKeeper,Win,25,25,72,Mostly Positive,"18 Aug, 2022","19,74€",None,0,Simulation,https://store.steampowered.com/app/1027810/ZooKeeper/?snr=1_7_7_240_150_39,"Simulation, Strategy, Management"
Utopia,Win,45,45,77,Mostly Positive,"12 Dec, 2019","3,99€",0,"3,99€",Casual,https://store.steampowered.com/app/1135740/Utopia/?snr=1_7_7_240_150_39,"Casual, Simulation, Indie"
Heck Deck,"Win, Mac, Linux",41,41,92,Positive,"11 Jan, 2022","3,99€",0,"3,99€",Arcade,https://store.steampowered.com/app/1606210/Heck_Deck/?snr=1_7_7_240_150_39,"Arcade, Card Game, Bullet Hell"
The Manga Works,Win,128,128,85,Very Positive,"24 Jul, 2022","7,99€",0,"7,99€",Choose Your Own Adventure,https://store.steampowered.com/app/1921770/The_Manga_Works/?snr=1_7_7_240_150_39,"Choose Your Own Adventure, Management, Education"
Who Is This Man,Win,216,0,0,None,"28 Jun, 2019","9,75€",0,"9,75€",Indie,https://store.steampowered.com/app/1008510/Who_Is_This_Man/?snr=1_7_7_240_150_39,"Indie, Simulation, Strategy"
Dungeon Slime:  Puzzle's Adventure,Win,67,67,98,Very Positive,"15 Dec, 2020","1,59€",0,"1,59€",Puzzle,https://store.steampowered.com/app/1455230/Dungeon_Slime__Puzzles_Adventure/?snr=1_7_7_240_150_39,"Puzzle, Strategy, Casual"
互联网大亨 Internet tycoon,Win,24,0,0,None,"25 Jul, 2023","5,92€",0,"5,92€",Simulation,https://store.steampowered.com/app/2249340/_Internet_tycoon/?snr=1_7_7_240_150_39,"Simulation, Casual, Strategy"
Krampus is Home,Win,149,149,81,Very Positive,"22 Mar, 2019","8,19€",0,"8,19€",Action,https://store.steampowered.com/app/839420/Krampus_is_Home/?snr=1_7_7_240_150_39,"Action, Adventure, Indie"
Sizeable,"Win, Mac",657,657,98,Overwhelmingly Positive,"19 Mar, 2021","8,99€",0,"8,99€",Casual,https://store.steampowered.com/app/1333910/Sizeable/?snr=1_7_7_240_150_39,"Casual, Puzzle, Hidden Object"
Making History: The Calm & the Storm,Win,531,531,78,Mostly Positive,"13 Mar, 2007","4,99€",0,"4,99€",Strategy,https://store.steampowered.com/app/6250/Making_History_The_Calm__the_Storm/?snr=1_7_7_240_150_39,"Strategy, Action, Grand Strategy"
Plebby Quest: The Promised Land,Win,28,28,78,Mostly Positive,"11 Mar, 2021","8,19€",0,"8,19€",Simulation,https://store.steampowered.com/app/1558310/Plebby_Quest_The_Promised_Land/?snr=1_7_7_240_150_39,"Simulation, Indie, Strategy"
Terroir,"Win, Mac, Linux",324,324,74,Mostly Positive,"20 Sep, 2017","6,59€",0,"6,59€",Farming Sim,https://store.steampowered.com/app/559910/Terroir/?snr=1_7_7_240_150_39,"Farming Sim, Agriculture, Management"
Software Company,Win,14,0,0,None,"13 Apr, 2023","9,75€",0,"9,75€",Economy,https://store.steampowered.com/app/1782810/Software_Company/?snr=1_7_7_240_150_39,"Economy, Game Development, Management"
Argonauts Agency: Glove of Midas,"Win, Mac",10,10,80,Positive,"5 Jan, 2022","5,89€",0,"5,89€",Casual,https://store.steampowered.com/app/1788890/Argonauts_Agency_Glove_of_Midas/?snr=1_7_7_240_150_39,"Casual, Simulation, Strategy"
Incredible Dracula: Legacy of the Valkyries,Win,16,16,93,Positive,"16 Jun, 2021","5,69€",0,"5,69€",Strategy,https://store.steampowered.com/app/1644020/Incredible_Dracula_Legacy_of_the_Valkyries/?snr=1_7_7_240_150_39,"Strategy, Casual, Time Management"
The Jolly Gang's Misadventures in Africa / Масяня в полной Африке,Win,107,107,95,Very Positive,"24 Mar, 2019","5,69€",0,"5,69€",Adventure,https://store.steampowered.com/app/1048920/The_Jolly_Gangs_Misadventures_in_Africa/?snr=1_7_7_240_150_39,"Adventure, Indie, Casual"
Pandora: First Contact,"Win, Mac, Linux",506,0,0,None,"30 May, 2014","28,99€",0,"28,99€",Strategy,https://store.steampowered.com/app/287580/Pandora_First_Contact/?snr=1_7_7_240_150_39,"Strategy, 4X, Turn-Based Strategy"
Curious Expedition 2 - Robots of Lux,Win,55,0,0,None,"15 Sep, 2022","5,99€",0,"5,99€",Strategy,https://store.steampowered.com/app/1751921/Curious_Expedition_2__Robots_of_Lux/?snr=1_7_7_240_150_39,"Strategy, Adventure, RPG"
Aegis Defenders,"Win, Mac",144,144,77,Mostly Positive,"8 Feb, 2018","19,99€",0,"19,99€",Pixel Graphics,https://store.steampowered.com/app/371140/Aegis_Defenders/?snr=1_7_7_240_150_39,"Pixel Graphics, Tower Defense, Action"
Depraved,"Win, Mac, Linux",1014,0,0,None,"21 Sep, 2019","19,99€",0,"19,99€",City Builder,https://store.steampowered.com/app/762650/Depraved/?snr=1_7_7_240_150_39,"City Builder, Colony Sim, Building"
OMON Simulator,Win,2457,2457,74,Mostly Positive,"18 Oct, 2019","0,99€",None,0,Nudity,https://store.steampowered.com/app/1140440/OMON_Simulator/?snr=1_7_7_240_150_39,"Nudity, Simulation, Action"
The Goatman,Win,336,0,0,None,"3 Sep, 2018","3,99€",0,"3,99€",Action,https://store.steampowered.com/app/844330/The_Goatman/?snr=1_7_7_240_150_39,"Action, Adventure, Horror"
Mechajammer,"Win, Mac, Linux",157,0,0,None,"2 Dec, 2021","19,99€",0,"19,99€",Sci-fi,https://store.steampowered.com/app/485400/Mechajammer/?snr=1_7_7_240_150_39,"Sci-fi, Tactical, Singleplayer"
Attack of the Earthlings,"Win, Mac, Linux",254,254,86,Very Positive,"8 Feb, 2018","12,59€",0,"12,59€",Strategy,https://store.steampowered.com/app/621930/Attack_of_the_Earthlings/?snr=1_7_7_240_150_39,"Strategy, Indie, Turn-Based Strategy"
A Fold Apart,Win,82,82,79,Mostly Positive,"16 Apr, 2020","9,75€",None,0,Puzzle,https://store.steampowered.com/app/451310/A_Fold_Apart/?snr=1_7_7_240_150_39,"Puzzle, Wholesome, Cute"
Grimgrad,Win,36,0,0,None,"5 Apr, 2023","16,49€",0,"16,49€",City Builder,https://store.steampowered.com/app/1837340/Grimgrad/?snr=1_7_7_240_150_39,"City Builder, Strategy, Survival"
Waveform,"Win, Mac, Linux",1886,1886,83,Very Positive,"20 Mar, 2012","0,99€",0,"0,99€",Indie,https://store.steampowered.com/app/204180/Waveform/?snr=1_7_7_240_150_39,"Indie, Puzzle, Great Soundtrack"
Road to your City,"Win, Mac, Linux",67,0,0,None,"18 Nov, 2019","8,19€",0,"8,19€",Simulation,https://store.steampowered.com/app/494050/Road_to_your_City/?snr=1_7_7_240_150_39,"Simulation, Indie, Casual"
Stoneshard - Supporter Pack,Win,193,193,91,Very Positive,"6 Feb, 2020","8,19€",0,"8,19€",RPG,https://store.steampowered.com/app/1230230/Stoneshard__Supporter_Pack/?snr=1_7_7_240_150_39,"RPG, Adventure, Strategy"
Eufloria HD,"Win, Mac, Linux",526,526,92,Very Positive,"14 Oct, 2014","14,99€",0,"14,99€",Strategy,https://store.steampowered.com/app/221180/Eufloria_HD/?snr=1_7_7_240_150_39,"Strategy, Indie, Relaxing"
Hyperdimension Neptunia Re;Birth1 Additional Content1,Win,21,21,100,Positive,"21 Jan, 2015","0,99€",0,"0,99€",Strategy,https://store.steampowered.com/app/319017/Hyperdimension_Neptunia_ReBirth1_Additional_Content1/?snr=1_7_7_240_150_39,"Strategy, RPG"
Romance of the Three Kingdoms XII with Power Up Kit,Win,248,248,72,Mostly Positive,"16 Jan, 2018","36,99€",0,"36,99€",Turn-Based Tactics,https://store.steampowered.com/app/628080/Romance_of_the_Three_Kingdoms_XII_with_Power_Up_Kit/?snr=1_7_7_240_150_39,"Turn-Based Tactics, Wargame, Immersive Sim"
Content Pack - Crusader Kings II: Horse Lords,"Win, Mac, Linux",34,0,0,None,"14 Jul, 2015","5,99€",0,"5,99€",Strategy,https://store.steampowered.com/app/354331/Content_Pack__Crusader_Kings_II_Horse_Lords/?snr=1_7_7_240_150_39,"Strategy, Simulation"
Agarest: Generations of War 2,Win,208,0,0,None,"19 Feb, 2015","19,99€",0,"19,99€",JRPG,https://store.steampowered.com/app/312790/Agarest_Generations_of_War_2/?snr=1_7_7_240_150_39,"JRPG, Tactical RPG, Dating Sim"
Hyperdimension Neptunia Re;Birth1 Additional Content3,Win,14,14,100,Positive,"29 Jan, 2015","0,99€",0,"0,99€",Strategy,https://store.steampowered.com/app/319011/Hyperdimension_Neptunia_ReBirth1_Additional_Content3/?snr=1_7_7_240_150_39,"Strategy, RPG"
乱火战舞,Win,230,230,96,Very Positive,"7 Sep, 2023",0,None,0,Adventure,https://store.steampowered.com/app/2520880/_/?snr=1_7_7_240_150_39,"Adventure, Strategy, RPG"
Monsters' Den Chronicles,"Win, Mac",38,38,81,Positive,"8 Aug, 2019","5,89€",0,"5,89€",Dungeon Crawler,https://store.steampowered.com/app/1121720/Monsters_Den_Chronicles/?snr=1_7_7_240_150_39,"Dungeon Crawler, Party-Based RPG, Character Customization"
Rogue Lords,Win,1224,1224,73,Mostly Positive,"30 Sep, 2021","24,99€",0,"24,99€",RPG,https://store.steampowered.com/app/1069690/Rogue_Lords/?snr=1_7_7_240_150_39,"RPG, Dark Fantasy, Roguelike"
SpellForce 2 - Faith in Destiny Scenario 1: Flink's Secret Diary,Win,11,11,90,Positive,"17 Dec, 2012","3,99€",0,"3,99€",Strategy,https://store.steampowered.com/app/226350/SpellForce_2__Faith_in_Destiny_Scenario_1_Flinks_Secret_Diary/?snr=1_7_7_240_150_39,"Strategy, RPG"
