,Title,Platforms,Multiplatform,Reviews,Players,Positives,Review_summary,Released,Day_since_release,Price,Discount,On_sale,Final_price,Main_tag,Url,All_tags
9354,幻想英雄传 卡片对决,Win,0,11.0,0,0,,"3 Jul, 2019",1548,"3,29€",0.0,0,"3,29€",Strategy,https://store.steampowered.com/app/815300/_/?snr=1_7_7_240_150_113,"Strategy, Early Access, Card Game"
9355,"Warhammer 40,000: Chaos Gate - Daemonhunters - Castellan Champion Upgrade Pack",Win,0,98.0,0,0,,"5 May, 2022",511,"14,99€",0.0,0,"14,99€",RPG,https://store.steampowered.com/app/1883510/Warhammer_40000_Chaos_Gate__Daemonhunters__Castellan_Champion_Upgrade_Pack/?snr=1_7_7_240_150_113,"RPG, Strategy, Violent"
9356,Run For Rum,Win,0,14.0,0,0,,"2 Jul, 2014",3375,"4,99€",0.0,0,"4,99€",Strategy,https://store.steampowered.com/app/307560/Run_For_Rum/?snr=1_7_7_240_150_113,Strategy
9357,Ring the City,Win,0,69.0,0,0,,"30 Jun, 2019",1551,"8,19€",0.0,0,"8,19€",Strategy,https://store.steampowered.com/app/1070320/Ring_the_City/?snr=1_7_7_240_150_113,"Strategy, Early Access, Adventure"
9358,西湖断桥白娘子,Win,0,262.0,0,0,,"12 Aug, 2021",777,"6,59€",0.0,0,"6,59€",Strategy,https://store.steampowered.com/app/1695340/_/?snr=1_7_7_240_150_113,"Strategy, Turn-Based Tactics, PvP"
9359,New Age,Win,0,113.0,0,0,,"27 Aug, 2019",1493,0,100.0,1,0,Free to Play,https://store.steampowered.com/app/1033810/New_Age/?snr=1_7_7_240_150_113,"Free to Play, RPG, Strategy"
9360,INTERSTELLAR PRIME,Win,0,42.0,0,0,,"7 Jan, 2020",1360,"8,19€",0.0,0,"8,19€",Action,https://store.steampowered.com/app/644000/INTERSTELLAR_PRIME/?snr=1_7_7_240_150_113,"Action, Simulation, Indie"
9361,Hero Among Us,"Win, Mac, Linux",1,13.0,0,0,,"26 Feb, 2021",944,"8,19€",0.0,0,"8,19€",Strategy,https://store.steampowered.com/app/1114520/Hero_Among_Us/?snr=1_7_7_240_150_113,"Strategy, Management, RTS"
9362,Kingdom Tales 2,"Win, Mac",1,15.0,0,0,,"7 Aug, 2014",3339,"9,75€",0.0,0,"9,75€",Strategy,https://store.steampowered.com/app/288610/Kingdom_Tales_2/?snr=1_7_7_240_150_113,"Strategy, Time Management, Resource Management"
9363,Coin Pusher,Win,0,39.0,0,0,,"13 Feb, 2019",1688,"1,99€",100.0,1,0,Casual,https://store.steampowered.com/app/827420/Coin_Pusher/?snr=1_7_7_240_150_113,"Casual, Indie, Strategy"
9364,Poker Simulator,Win,0,15.0,0,0,,"6 Apr, 2018",2001,"4,99€",0.0,0,"4,99€",Strategy,https://store.steampowered.com/app/830750/Poker_Simulator/?snr=1_7_7_240_150_113,"Strategy, Indie, Simulation"
9365,2017 Edition Add-on - Power & Revolution DLC,"Win, Mac",1,14.0,0,0,,"20 Jan, 2017",2442,"14,99€",0.0,0,"14,99€",Simulation,https://store.steampowered.com/app/582150/2017_Edition_Addon__Power__Revolution_DLC/?snr=1_7_7_240_150_113,"Simulation, Strategy"
9366,Australian Football Coach 2020,"Win, Mac, Linux",1,29.0,0,0,,"21 Aug, 2020",1133,"12,49€",100.0,1,0,Sports,https://store.steampowered.com/app/1077630/Australian_Football_Coach_2020/?snr=1_7_7_240_150_113,"Sports, Indie, Simulation"
9367,冒险与魔法,Win,0,24.0,0,0,,"26 Oct, 2022",337,"2,39€",0.0,0,"2,39€",Adventure,https://store.steampowered.com/app/2173550/_/?snr=1_7_7_240_150_113,"Adventure, RPG, Strategy"
9368,Space Rogue,"Win, Mac",1,387.0,0,0,,"15 Sep, 2016",2569,"9,99€",0.0,0,"9,99€",Space,https://store.steampowered.com/app/364300/Space_Rogue/?snr=1_7_7_240_150_113,"Space, Strategy, Survival"
9369,HexoJago,"Win, Mac, Linux",1,23.0,23,73,Mostly Positive,"26 Jan, 2022",610,0,100.0,1,0,Exploration,https://store.steampowered.com/app/1866220/HexoJago/?snr=1_7_7_240_150_113,"Exploration, Sandbox, PvP"
9370,UNHALLOWED: THE CABIN,Win,0,16.0,0,0,,"24 Aug, 2018",1861,0,100.0,1,0,Action,https://store.steampowered.com/app/789670/UNHALLOWED_THE_CABIN/?snr=1_7_7_240_150_113,"Action, Strategy, Indie"
9371,Worlds Collide,Win,0,39.0,0,0,,"12 Jun, 2019",1569,"0,99€",0.0,0,"0,99€",Strategy,https://store.steampowered.com/app/968730/Worlds_Collide/?snr=1_7_7_240_150_113,"Strategy, Hex Grid, RTS"
9372,Of Guards and Thieves - Firefight,Win,0,54.0,54,92,Very Positive,"13 Mar, 2017",2390,0,100.0,1,0,Free to Play,https://store.steampowered.com/app/598390/Of_Guards_and_Thieves__Firefight/?snr=1_7_7_240_150_113,"Free to Play, Casual, Massively Multiplayer"
9373,Car Mechanic Simulator 2018 - Garage Customization DLC,"Win, Mac",1,181.0,181,94,Very Positive,"20 Feb, 2018",2046,0,100.0,1,0,Simulation,https://store.steampowered.com/app/799950/Car_Mechanic_Simulator_2018__Garage_Customization_DLC/?snr=1_7_7_240_150_113,"Simulation, Racing, Singleplayer"
9374,Empty Horizons,"Win, Mac, Linux",1,69.0,69,91,Very Positive,"19 Jul, 2016",2627,"2,99€",0.0,0,"2,99€",Indie,https://store.steampowered.com/app/496630/Empty_Horizons/?snr=1_7_7_240_150_113,"Indie, Visual Novel, Female Protagonist"
9375,Farm Builder,"Win, Mac",1,11.0,0,0,,"12 Jun, 2020",1203,"3,29€",0.0,0,"3,29€",Strategy,https://store.steampowered.com/app/1275060/Farm_Builder/?snr=1_7_7_240_150_113,"Strategy, Casual, Indie"
9376,Board Battlefield,Win,0,22.0,0,0,,"10 Aug, 2018",1875,"1,59€",0.0,0,"1,59€",Strategy,https://store.steampowered.com/app/878080/Board_Battlefield/?snr=1_7_7_240_150_113,"Strategy, Casual, Board Game"
9377,守卫英雄,Win,0,50.0,0,0,,"13 Oct, 2022",350,0,100.0,1,0,Early Access,https://store.steampowered.com/app/2109320/_/?snr=1_7_7_240_150_113,"Early Access, Adventure, Strategy"
9378,Castle Chaos,"Win, Mac, Linux",1,35.0,0,0,,"8 Dec, 2015",2851,"2,39€",0.0,0,"2,39€",Strategy,https://store.steampowered.com/app/412410/Castle_Chaos/?snr=1_7_7_240_150_113,"Strategy, Action, Indie"
9379,Epic City Builder 4,"Win, Linux",1,20.0,20,75,Mostly Positive,"14 Oct, 2021",714,"16,79€",0.0,0,"16,79€",Trading,https://store.steampowered.com/app/1503580/Epic_City_Builder_4/?snr=1_7_7_240_150_113,"Trading, City Builder, Political Sim"
9380,Global ATC Simulator,Win,0,115.0,0,0,,"10 Nov, 2014",3244,"29,99€",0.0,0,"29,99€",Simulation,https://store.steampowered.com/app/270830/Global_ATC_Simulator/?snr=1_7_7_240_150_113,"Simulation, Management, Singleplayer"
9381,Mad Restaurant People,Win,0,17.0,17,76,Mostly Positive,"9 Sep, 2018",1845,"8,19€",0.0,0,"8,19€",Puzzle,https://store.steampowered.com/app/871920/Mad_Restaurant_People/?snr=1_7_7_240_150_113,"Puzzle, Cooking, Family Friendly"
9382,Last Hope,"Win, Mac, Linux",1,11.0,0,0,,"29 Sep, 2021",729,"0,99€",0.0,0,"0,99€",Adventure,https://store.steampowered.com/app/1443950/Last_Hope/?snr=1_7_7_240_150_113,"Adventure, Casual, Strategy"
9383,Police Helicopter Simulator,Win,0,66.0,0,0,,"8 Nov, 2018",1785,"19,95€",0.0,0,"19,95€",Simulation,https://store.steampowered.com/app/803890/Police_Helicopter_Simulator/?snr=1_7_7_240_150_113,"Simulation, Casual, Action"
9384,ARTé: Mecenas®,"Win, Mac",1,14.0,0,0,,"16 Nov, 2018",1777,"8,19€",0.0,0,"8,19€",Simulation,https://store.steampowered.com/app/934950/ART_Mecenas/?snr=1_7_7_240_150_113,"Simulation, Strategy, Indie"
9385,Relativity Wars - A Science Space RTS,"Win, Mac",1,13.0,0,0,,"10 Apr, 2015",3093,"5,99€",0.0,0,"5,99€",Strategy,https://store.steampowered.com/app/341640/Relativity_Wars__A_Science_Space_RTS/?snr=1_7_7_240_150_113,"Strategy, Indie, Simulation"
9386,Felix The Reaper,"Win, Mac",1,171.0,171,83,Very Positive,"17 Oct, 2019",1442,"9,99€",0.0,0,"9,99€",Adventure,https://store.steampowered.com/app/919410/Felix_The_Reaper/?snr=1_7_7_240_150_113,"Adventure, Indie, Puzzle"
9387,Buy Low Sell High,Win,0,13.0,0,0,,"28 Sep, 2018",1826,"3,99€",0.0,0,"3,99€",Strategy,https://store.steampowered.com/app/934220/Buy_Low_Sell_High/?snr=1_7_7_240_150_113,"Strategy, Indie, Simulation"
9388,我16岁辍学做游戏！,Win,0,29.0,0,0,,"4 Aug, 2023",55,"2,99€",0.0,0,"2,99€",Simulation,https://store.steampowered.com/app/1642840/16/?snr=1_7_7_240_150_113,"Simulation, Game Development, Education"
9389,The Viceroy,Win,0,32.0,0,0,,"28 Jul, 2015",2984,"19,99€",0.0,0,"19,99€",Strategy,https://store.steampowered.com/app/387430/The_Viceroy/?snr=1_7_7_240_150_113,"Strategy, Simulation, Indie"
9390,The Absolute Destroyer,Win,0,10.0,10,100,Positive,"22 Aug, 2022",402,"1,99€",0.0,0,"1,99€",Action,https://store.steampowered.com/app/2104760/The_Absolute_Destroyer/?snr=1_7_7_240_150_113,"Action, Casual, Adventure"
9391,Steel Division 2 - History Pass,Win,0,58.0,0,0,,"20 Jun, 2019",1561,"34,99€",0.0,0,"34,99€",Simulation,https://store.steampowered.com/app/988171/Steel_Division_2__History_Pass/?snr=1_7_7_240_150_113,"Simulation, Strategy, Action"
9392,- R E F L E C T E D -,Win,0,26.0,26,88,Positive,"11 Aug, 2021",778,"0,79€",0.0,0,"0,79€",Puzzle Platformer,https://store.steampowered.com/app/1692280/_R_E_F_L_E_C_T_E_D/?snr=1_7_7_240_150_113,"Puzzle Platformer, 2D, Pixel Graphics"
9393,Everything is Peachy,Win,0,17.0,0,0,,"25 Aug, 2016",2590,"3,99€",0.0,0,"3,99€",Strategy,https://store.steampowered.com/app/516040/Everything_is_Peachy/?snr=1_7_7_240_150_113,"Strategy, Indie, Singleplayer"
9394,Arena Tactics,"Win, Mac",1,32.0,0,0,,"17 Jun, 2021",833,0,100.0,1,0,Strategy,https://store.steampowered.com/app/1656860/Arena_Tactics/?snr=1_7_7_240_150_113,"Strategy, eSports, Turn-Based Strategy"
9395,Destination Ares,Win,0,18.0,0,0,,"22 Sep, 2017",2197,"8,99€",0.0,0,"8,99€",Indie,https://store.steampowered.com/app/553470/Destination_Ares/?snr=1_7_7_240_150_113,"Indie, Strategy, Simulation"
9396,Disintegration,Win,0,190.0,0,0,,"15 Jun, 2020",1200,"29,99€",0.0,0,"29,99€",FPS,https://store.steampowered.com/app/536280/Disintegration/?snr=1_7_7_240_150_113,"FPS, PvE, Vehicular Combat"
9397,Excubitor,"Win, Mac, Linux",1,15.0,0,0,,"26 May, 2016",2681,"14,79€",100.0,1,0,Action,https://store.steampowered.com/app/357030/Excubitor/?snr=1_7_7_240_150_113,"Action, Shoot 'Em Up, Tower Defense"
9398,PERFECT ANGLE: The puzzle game based on optical illusions,"Win, Mac",1,37.0,0,0,,"22 Dec, 2015",2837,"9,99€",0.0,0,"9,99€",Indie,https://store.steampowered.com/app/427780/PERFECT_ANGLE_The_puzzle_game_based_on_optical_illusions/?snr=1_7_7_240_150_113,"Indie, Casual, Strategy"
9399,Tempest Citadel,Win,0,22.0,0,0,,"17 Apr, 2018",1990,"16,79€",0.0,0,"16,79€",Strategy,https://store.steampowered.com/app/436690/Tempest_Citadel/?snr=1_7_7_240_150_113,"Strategy, Indie, Simulation"
9400,Big Survivor,Win,0,28.0,28,89,Positive,"31 May, 2023",120,0,100.0,1,0,Action,https://store.steampowered.com/app/2197030/Big_Survivor/?snr=1_7_7_240_150_113,"Action, Roguelike, Survival"
9401,Romance of the Three Kingdoms III,Win,0,19.0,0,0,,"21 Feb, 2017",2410,"19,99€",0.0,0,"19,99€",Turn-Based Tactics,https://store.steampowered.com/app/521710/Romance_of_the_Three_Kingdoms_III/?snr=1_7_7_240_150_114,"Turn-Based Tactics, Wargame, Immersive Sim"
9402,The Viceroy,Win,0,32.0,0,0,,"28 Jul, 2015",2984,"19,99€",0.0,0,"19,99€",Strategy,https://store.steampowered.com/app/387430/The_Viceroy/?snr=1_7_7_240_150_114,"Strategy, Simulation, Indie"
9403,FIELD BREAKING,"Win, Mac, Linux",1,20.0,0,0,,"3 Jun, 2017",2308,"12,98€",80.0,1,"2,60€",Casual,https://store.steampowered.com/app/639840/FIELD_BREAKING/?snr=1_7_7_240_150_114,"Casual, Early Access, Strategy"
9404,Excubitor,"Win, Mac, Linux",1,15.0,0,0,,"26 May, 2016",2681,"14,79€",100.0,1,0,Action,https://store.steampowered.com/app/357030/Excubitor/?snr=1_7_7_240_150_114,"Action, Shoot 'Em Up, Tower Defense"
9405,PERFECT ANGLE: The puzzle game based on optical illusions,"Win, Mac",1,37.0,0,0,,"22 Dec, 2015",2837,"9,99€",0.0,0,"9,99€",Indie,https://store.steampowered.com/app/427780/PERFECT_ANGLE_The_puzzle_game_based_on_optical_illusions/?snr=1_7_7_240_150_114,"Indie, Casual, Strategy"
9406,Monopoly Madness,Win,0,56.0,0,0,,"22 Jun, 2023",98,"29,99€",100.0,1,0,Board Game,https://store.steampowered.com/app/2383760/Monopoly_Madness/?snr=1_7_7_240_150_114,"Board Game, Casual, Strategy"
9407,Everything is Peachy,Win,0,17.0,0,0,,"25 Aug, 2016",2590,"3,99€",0.0,0,"3,99€",Strategy,https://store.steampowered.com/app/516040/Everything_is_Peachy/?snr=1_7_7_240_150_114,"Strategy, Indie, Singleplayer"
9408,BuriedTown,Win,0,38.0,0,0,,"22 Jan, 2016",2806,"6,99€",0.0,0,"6,99€",Strategy,https://store.steampowered.com/app/432640/BuriedTown/?snr=1_7_7_240_150_114,"Strategy, RPG, Indie"
9409,Tempest Citadel,Win,0,22.0,0,0,,"17 Apr, 2018",1990,"16,79€",0.0,0,"16,79€",Strategy,https://store.steampowered.com/app/436690/Tempest_Citadel/?snr=1_7_7_240_150_114,"Strategy, Indie, Simulation"
9410,Magical Mysteries: Path of the Sorceress,Win,0,20.0,0,0,,"18 Aug, 2017",2232,"3,99€",0.0,0,"3,99€",Strategy,https://store.steampowered.com/app/548320/Magical_Mysteries_Path_of_the_Sorceress/?snr=1_7_7_240_150_114,"Strategy, Casual, RPG"
9411,废土黄昏 Dusk of the wasteland age,Win,0,10.0,10,70,Mostly Positive,"18 Feb, 2021",952,"2,99€",0.0,0,"2,99€",Card Battler,https://store.steampowered.com/app/1531780/_Dusk_of_the_wasteland_age/?snr=1_7_7_240_150_114,"Card Battler, Turn-Based Tactics, Exploration"
9412,CoffeeBiz Tycoon,Win,0,57.0,0,0,,"31 Oct, 2018",1793,"12,49€",0.0,0,"12,49€",Simulation,https://store.steampowered.com/app/674370/CoffeeBiz_Tycoon/?snr=1_7_7_240_150_114,"Simulation, Strategy, Indie"
9413,Survival Shooter,Win,0,25.0,25,84,Positive,"2 May, 2023",149,"0,99€",0.0,0,"0,99€",FPS,https://store.steampowered.com/app/2395370/Survival_Shooter/?snr=1_7_7_240_150_114,"FPS, Survival, Fantasy"
9414,Passengers: Awakening VR Experience,Win,0,18.0,0,0,,"14 Mar, 2017",2389,"6,59€",0.0,0,"6,59€",Casual,https://store.steampowered.com/app/601490/Passengers_Awakening_VR_Experience/?snr=1_7_7_240_150_114,"Casual, Adventure, Strategy"
9415,Global Aviation Dream,Win,0,31.0,0,0,,"24 Jun, 2021",826,"8,19€",0.0,0,"8,19€",Simulation,https://store.steampowered.com/app/1111040/Global_Aviation_Dream/?snr=1_7_7_240_150_114,"Simulation, Early Access, Indie"
9416,Magic Farm 3: The Ice Danger,Win,0,15.0,0,0,,"4 Oct, 2019",1455,"16,79€",0.0,0,"16,79€",Casual,https://store.steampowered.com/app/1113060/Magic_Farm_3_The_Ice_Danger/?snr=1_7_7_240_150_114,"Casual, Indie, Strategy"
9417,Lands of Sorcery,Win,0,37.0,0,0,,"10 Jun, 2022",475,"22,95€",0.0,0,"22,95€",RPG,https://store.steampowered.com/app/1370370/Lands_of_Sorcery/?snr=1_7_7_240_150_114,"RPG, Turn-Based Combat, Strategy"
9418,Egypt Original Soundtrack,Music,0,12.0,0,0,,"24 May, 2018",1953,"4,99€",0.0,0,"4,99€",Strategy,https://store.steampowered.com/app/844470/Egypt_Original_Soundtrack/?snr=1_7_7_240_150_114,"Strategy, Indie, Simulation"
9419,零怨 The curse of the dead,Win,0,32.0,0,0,,"5 Feb, 2020",1331,"2,39€",0.0,0,"2,39€",Indie,https://store.steampowered.com/app/1221420/_The_curse_of_the_dead/?snr=1_7_7_240_150_114,"Indie, Casual, RPG"
9420,Bonfire,"Win, Mac",1,23.0,23,73,Mostly Positive,"26 Mar, 2020",1281,"14,99€",0.0,0,"14,99€",Early Access,https://store.steampowered.com/app/1067580/Bonfire/?snr=1_7_7_240_150_114,"Early Access, Turn-Based Combat, Tactical RPG"
9421,Atomic Cards,Win,0,44.0,44,79,Mostly Positive,"28 Oct, 2021",700,"9,99€",0.0,0,"9,99€",Survival,https://store.steampowered.com/app/1701140/Atomic_Cards/?snr=1_7_7_240_150_114,"Survival, Card Battler, Crafting"
9422,Car Trader Simulator - Welcome to the Business,Win,0,445.0,0,0,,"23 Jun, 2020",1192,0,100.0,1,0,Simulation,https://store.steampowered.com/app/1296280/Car_Trader_Simulator__Welcome_to_the_Business/?snr=1_7_7_240_150_114,"Simulation, Indie, Casual"
9423,Draft Day Sports: Pro Basketball 2021,Win,0,36.0,0,0,,"19 Nov, 2020",1043,"16,79€",0.0,0,"16,79€",Simulation,https://store.steampowered.com/app/1445810/Draft_Day_Sports_Pro_Basketball_2021/?snr=1_7_7_240_150_114,"Simulation, Sports, Strategy"
9424,Age of Gladiators II: Rome,Win,0,228.0,0,0,,"21 Aug, 2018",1864,"23,78€",50.0,1,"11,89€",Strategy,https://store.steampowered.com/app/783590/Age_of_Gladiators_II_Rome/?snr=1_7_7_240_150_114,"Strategy, RPG, Indie"
9425,Million Dungeon,Win,0,197.0,0,0,,"11 Jun, 2020",1204,"10,79€",0.0,0,"10,79€",Indie,https://store.steampowered.com/app/1021800/Million_Dungeon/?snr=1_7_7_240_150_114,"Indie, Casual, Strategy"
9426,Supermarket Tycoon,Win,0,37.0,0,0,,"29 Aug, 2017",2221,"0,99€",0.0,0,"0,99€",Simulation,https://store.steampowered.com/app/683690/Supermarket_Tycoon/?snr=1_7_7_240_150_114,"Simulation, Strategy, Indie"
9427,Star Nomad,"Win, Mac",1,37.0,0,0,,"29 Dec, 2014",3195,"0,79€",0.0,0,"0,79€",Indie,https://store.steampowered.com/app/338830/Star_Nomad/?snr=1_7_7_240_150_114,"Indie, Strategy, RPG"
9428,Techwars Online,Win,0,92.0,0,0,,"17 Mar, 2016",2751,"3,99€",0.0,0,"3,99€",Massively Multiplayer,https://store.steampowered.com/app/444180/Techwars_Online/?snr=1_7_7_240_150_114,"Massively Multiplayer, Strategy, Indie"
9429,Arcadecraft,Win,0,87.0,0,0,,"22 May, 2014",3416,"9,99€",0.0,0,"9,99€",Indie,https://store.steampowered.com/app/297330/Arcadecraft/?snr=1_7_7_240_150_114,"Indie, Casual, Simulation"
9430,Bunker Rush,Win,0,18.0,0,0,,"18 May, 2018",1959,"1,59€",0.0,0,"1,59€",Strategy,https://store.steampowered.com/app/852180/Bunker_Rush/?snr=1_7_7_240_150_114,"Strategy, Action, Adventure"
9431,Far Beyond: A space odyssey VR,Win,0,155.0,0,0,,"28 Oct, 2016",2526,"12,99€",0.0,0,"12,99€",Simulation,https://store.steampowered.com/app/531050/Far_Beyond_A_space_odyssey_VR/?snr=1_7_7_240_150_114,"Simulation, Adventure, Indie"
9432,Re-Nullum,Win,0,18.0,18,100,Positive,"15 Dec, 2020",1017,"0,79€",0.0,0,"0,79€",Casual,https://store.steampowered.com/app/1481120/ReNullum/?snr=1_7_7_240_150_114,"Casual, Puzzle, 2D"
9433,PP Puncher,"Win, Mac, Linux",1,28.0,28,92,Positive,"7 Oct, 2020",1086,0,100.0,1,0,RPG,https://store.steampowered.com/app/1422150/PP_Puncher/?snr=1_7_7_240_150_114,"RPG, Text-Based, Strategy RPG"
9434,Pentagons Go WEEE,Win,0,34.0,34,97,Positive,"31 Mar, 2022",546,0,100.0,1,0,Action,https://store.steampowered.com/app/1927930/Pentagons_Go_WEEE/?snr=1_7_7_240_150_114,"Action, Casual, Rhythm"
9435,Company of Heroes: Europe in Ruins,Win,0,103.0,0,0,,"13 Jun, 2020",1202,0,100.0,1,0,Strategy,https://store.steampowered.com/app/664260/Company_of_Heroes_Europe_in_Ruins/?snr=1_7_7_240_150_114,"Strategy, Action, Free to Play"
9436,Rime Berta,Win,0,94.0,94,70,Mostly Positive,"16 Dec, 2014",3208,"14,99€",0.0,0,"14,99€",Turn-Based Tactics,https://store.steampowered.com/app/312600/Rime_Berta/?snr=1_7_7_240_150_114,"Turn-Based Tactics, Tactical RPG, Dungeon Crawler"
9437,Lost Cities,"Win, Mac, Linux",1,25.0,0,0,,"19 May, 2018",1958,"9,99€",0.0,0,"9,99€",Casual,https://store.steampowered.com/app/520680/Lost_Cities/?snr=1_7_7_240_150_114,"Casual, Strategy, Indie"
9438,Warpaint,"Win, Mac",1,23.0,0,0,,"17 Mar, 2017",2386,"3,99€",0.0,0,"3,99€",Indie,https://store.steampowered.com/app/600150/Warpaint/?snr=1_7_7_240_150_114,"Indie, Casual, Strategy"
9439,Stratus: Battle For The Sky,"Win, Mac, Linux",1,28.0,0,0,,"2 Dec, 2016",2491,"15,99€",0.0,0,"15,99€",Strategy,https://store.steampowered.com/app/355490/Stratus_Battle_For_The_Sky/?snr=1_7_7_240_150_114,"Strategy, Indie, Early Access"
9440,Crown and Council,Win,0,745.0,0,0,,"22 Apr, 2016",2715,0,100.0,1,0,Strategy,https://store.steampowered.com/app/444250/Crown_and_Council/?snr=1_7_7_240_150_114,"Strategy, Casual, Indie"
9441,Suppressed,"Win, Mac, Linux",1,12.0,0,0,,"12 Oct, 2016",2542,"2,99€",0.0,0,"2,99€",RPG,https://store.steampowered.com/app/541560/Suppressed/?snr=1_7_7_240_150_114,"RPG, Indie, Adventure"
9442,Periphery Online,Win,0,30.0,0,0,,"19 Aug, 2022",405,"4,99€",0.0,0,"4,99€",RTS,https://store.steampowered.com/app/1873750/Periphery_Online/?snr=1_7_7_240_150_114,"RTS, Space, Futuristic"
9443,Tiny Bubbles,"Win, Mac, Linux",1,43.0,43,93,Positive,"8 May, 2018",1969,"9,75€",0.0,0,"9,75€",Puzzle,https://store.steampowered.com/app/705500/Tiny_Bubbles/?snr=1_7_7_240_150_114,"Puzzle, Physics, Relaxing"
9444,YOU DON'T KNOW JACK Vol. 6 The Lost Gold,Win,0,48.0,0,0,,"5 Nov, 2013",3614,"1,99€",0.0,0,"1,99€",Trivia,https://store.steampowered.com/app/260080/YOU_DONT_KNOW_JACK_Vol_6_The_Lost_Gold/?snr=1_7_7_240_150_114,"Trivia, Casual, Indie"
9445,Dead By Murder,Win,0,41.0,0,0,,"3 Oct, 2017",2186,"2,99€",0.0,0,"2,99€",Adventure,https://store.steampowered.com/app/714300/Dead_By_Murder/?snr=1_7_7_240_150_114,"Adventure, Strategy, Indie"
9446,飞仙诀(福利版)-上线送V15+万元真充+无限抽奖,Win,0,18.0,0,0,,"8 Jun, 2023",112,0,100.0,1,0,Free to Play,https://store.steampowered.com/app/2440970/V15/?snr=1_7_7_240_150_114,"Free to Play, Early Access, Massively Multiplayer"
9447,Franchise Hockey Manager 4,"Win, Mac",1,126.0,0,0,,"6 Oct, 2017",2183,"19,99€",0.0,0,"19,99€",Sports,https://store.steampowered.com/app/595420/Franchise_Hockey_Manager_4/?snr=1_7_7_240_150_114,"Sports, Strategy, Simulation"
9448,巫师超凡者 Legend of the wizard,Win,0,97.0,0,0,,"11 Dec, 2019",1387,"8,19€",0.0,0,"8,19€",Casual,https://store.steampowered.com/app/1106690/_Legend_of_the_wizard/?snr=1_7_7_240_150_114,"Casual, Adventure, Strategy"
9449,Seena VR (Beta),Win,0,13.0,13,76,Mostly Positive,"18 May, 2021",863,0,100.0,1,0,Simulation,https://store.steampowered.com/app/1483430/Seena_VR_Beta/?snr=1_7_7_240_150_114,"Simulation, VR, Survival"
9450,Bad Business,"Win, Mac, Linux",1,15.0,0,0,,"24 Jul, 2019",1527,"0,99€",0.0,0,"0,99€",Indie,https://store.steampowered.com/app/1079440/Bad_Business/?snr=1_7_7_240_150_114,"Indie, Action, Strategy"
9451,Magic Siege - Defender,"Win, Mac",1,65.0,0,0,,"30 Nov, 2017",2128,"3,99€",0.0,0,"3,99€",Indie,https://store.steampowered.com/app/749270/Magic_Siege__Defender/?snr=1_7_7_240_150_114,"Indie, Casual, Strategy"
9452,Stones Keeper: Prologue,Win,0,32.0,0,0,,"17 Sep, 2021",741,0,100.0,1,0,Strategy,https://store.steampowered.com/app/1735230/Stones_Keeper_Prologue/?snr=1_7_7_240_150_114,"Strategy, RPG, Turn-Based Strategy"
9453,My Little Miniatures,Win,0,34.0,0,0,,"21 Nov, 2022",311,0,100.0,1,0,Strategy,https://store.steampowered.com/app/2200390/My_Little_Miniatures/?snr=1_7_7_240_150_114,"Strategy, Free to Play, Casual"
9454,Logos,Win,0,28.0,0,0,,"13 Jun, 2018",1933,"3,99€",0.0,0,"3,99€",Strategy,https://store.steampowered.com/app/684040/Logos/?snr=1_7_7_240_150_114,"Strategy, Simulation, Singleplayer"
9455,Envy the Dead,Win,0,160.0,0,0,,"12 Sep, 2016",2572,"0,99€",0.0,0,"0,99€",RPG,https://store.steampowered.com/app/453960/Envy_the_Dead/?snr=1_7_7_240_150_114,"RPG, Strategy, Simulation"
9456,Highrise Mogul,Win,0,49.0,0,0,,"2 Dec, 2021",665,"8,99€",0.0,0,"8,99€",City Builder,https://store.steampowered.com/app/1597550/Highrise_Mogul/?snr=1_7_7_240_150_114,"City Builder, Strategy, Building"
9457,Swarm the City - Heart of Thundering Python DLC,Win,0,12.0,0,0,,"26 Oct, 2021",702,"1,59€",0.0,0,"1,59€",Strategy,https://store.steampowered.com/app/1702810/Swarm_the_City__Heart_of_Thundering_Python_DLC/?snr=1_7_7_240_150_114,"Strategy, RPG, Indie"
9458,Archimedes: Eureka!,"Win, Mac",1,13.0,0,0,,"30 Aug, 2018",1855,"5,69€",0.0,0,"5,69€",Strategy,https://store.steampowered.com/app/667030/Archimedes_Eureka/?snr=1_7_7_240_150_114,"Strategy, Casual, Indie"
9459,全战天下,Win,0,58.0,58,75,Mostly Positive,"12 Apr, 2021",899,0,100.0,1,0,Strategy,https://store.steampowered.com/app/1447470/_/?snr=1_7_7_240_150_114,"Strategy, Simulation, Historical"
9460,Thunder League Online,Win,0,87.0,87,74,Mostly Positive,"2 May, 2022",514,0,100.0,1,0,Multiplayer,https://store.steampowered.com/app/1912170/Thunder_League_Online/?snr=1_7_7_240_150_114,"Multiplayer, MOBA, Strategy"
9461,Delivery From The Pain -  Big brother's legend / 末日方舟-老大哥传奇,Win,0,19.0,19,78,Mostly Positive,"20 Aug, 2019",1500,0,100.0,1,0,Free to Play,https://store.steampowered.com/app/1104750/Delivery_From_The_Pain___Big_brothers_legend/?snr=1_7_7_240_150_114,"Free to Play, Adventure, Simulation"
9462,Instability,Win,0,34.0,34,73,Mostly Positive,"28 Jul, 2020",1157,0,100.0,1,0,Action,https://store.steampowered.com/app/1368350/Instability/?snr=1_7_7_240_150_114,"Action, Strategy, Tower Defense"
